WeatherIndexCaclculator [value=-13.64]
WeatherIndexCaclculator [value=-10.72]
WeatherIndexCaclculator [value=-11.45]
WeatherIndexCaclculator [value=-11.11]
WeatherIndexCaclculator [value=-11.58]
WeatherIndexCaclculator [value=-11.82]
WeatherIndexCaclculator [value=-11.09]
WeatherIndexCaclculator [value=-11.74]
WeatherIndexCaclculator [value=-12.72]
WeatherIndexCaclculator [value=-14.3]
WeatherIndexCaclculator [value=-13.15]
WeatherIndexCaclculator [value=-14.63]
WeatherIndexCaclculator [value=-13.91]
WeatherIndexCaclculator [value=-13.04]
WeatherIndexCaclculator [value=-13.53]
WeatherIndexCaclculator [value=-15.76]
WeatherIndexCaclculator [value=-15.41]
WeatherIndexCaclculator [value=-16.0]
WeatherIndexCaclculator [value=-14.79]
WeatherIndexCaclculator [value=-15.73]
WeatherIndexCaclculator [value=-15.09]
WeatherIndexCaclculator [value=-14.46]
WeatherIndexCaclculator [value=-14.21]
WeatherIndexCaclculator [value=-15.8]
WeatherIndexCaclculator [value=-13.93]
WeatherIndexCaclculator [value=-13.14]
WeatherIndexCaclculator [value=-13.86]
WeatherIndexCaclculator [value=-14.43]
WeatherIndexCaclculator [value=-14.21]
WeatherIndexCaclculator [value=-14.22]
WeatherIndexCaclculator [value=-14.83]
WeatherIndexCaclculator [value=-15.09]
WeatherIndexCaclculator [value=-16.71]
WeatherIndexCaclculator [value=-14.66]
WeatherIndexCaclculator [value=-14.78]
WeatherIndexCaclculator [value=-15.6]
WeatherIndexCaclculator [value=-16.81]
WeatherIndexCaclculator [value=-16.32]
WeatherIndexCaclculator [value=-16.96]
WeatherIndexCaclculator [value=-18.95]
WeatherIndexCaclculator [value=-14.45]
WeatherIndexCaclculator [value=-14.54]
WeatherIndexCaclculator [value=-15.54]
WeatherIndexCaclculator [value=-16.63]
WeatherIndexCaclculator [value=-16.52]
WeatherIndexCaclculator [value=-14.51]
WeatherIndexCaclculator [value=-15.08]
WeatherIndexCaclculator [value=-19.37]
WeatherIndexCaclculator [value=-19.0]
WeatherIndexCaclculator [value=-17.24]
WeatherIndexCaclculator [value=-15.87]
WeatherIndexCaclculator [value=-15.75]
WeatherIndexCaclculator [value=-15.45]
WeatherIndexCaclculator [value=-13.63]
WeatherIndexCaclculator [value=-15.97]
WeatherIndexCaclculator [value=-18.63]
WeatherIndexCaclculator [value=-18.37]
WeatherIndexCaclculator [value=-18.97]
WeatherIndexCaclculator [value=-19.55]
WeatherIndexCaclculator [value=-20.06]
WeatherIndexCaclculator [value=-20.46]
WeatherIndexCaclculator [value=-19.82]
WeatherIndexCaclculator [value=-19.96]
WeatherIndexCaclculator [value=-20.49]
WeatherIndexCaclculator [value=-21.4]
WeatherIndexCaclculator [value=-22.68]
WeatherIndexCaclculator [value=-24.19]
WeatherIndexCaclculator [value=-23.91]
WeatherIndexCaclculator [value=-23.61]
WeatherIndexCaclculator [value=-21.77]
WeatherIndexCaclculator [value=-22.09]
WeatherIndexCaclculator [value=-22.89]
WeatherIndexCaclculator [value=-21.5]
WeatherIndexCaclculator [value=-23.64]
WeatherIndexCaclculator [value=-24.14]
WeatherIndexCaclculator [value=-25.19]
WeatherIndexCaclculator [value=-26.47]
WeatherIndexCaclculator [value=-26.65]
WeatherIndexCaclculator [value=-25.7]
WeatherIndexCaclculator [value=-22.95]
WeatherIndexCaclculator [value=-21.59]
WeatherIndexCaclculator [value=-22.52]
WeatherIndexCaclculator [value=-22.56]
WeatherIndexCaclculator [value=-22.94]
WeatherIndexCaclculator [value=-20.63]
WeatherIndexCaclculator [value=-22.83]
WeatherIndexCaclculator [value=-23.16]
WeatherIndexCaclculator [value=-22.68]
WeatherIndexCaclculator [value=-22.59]
WeatherIndexCaclculator [value=-24.1]
WeatherIndexCaclculator [value=-24.14]
WeatherIndexCaclculator [value=-21.79]
WeatherIndexCaclculator [value=-18.87]
WeatherIndexCaclculator [value=-18.5]
WeatherIndexCaclculator [value=-20.08]
WeatherIndexCaclculator [value=-20.79]
WeatherIndexCaclculator [value=-18.08]
WeatherIndexCaclculator [value=-22.94]
WeatherIndexCaclculator [value=-21.22]
WeatherIndexCaclculator [value=-16.11]
WeatherIndexCaclculator [value=-16.77]
WeatherIndexCaclculator [value=-15.44]
WeatherIndexCaclculator [value=-15.13]
WeatherIndexCaclculator [value=-15.92]
WeatherIndexCaclculator [value=-16.83]
WeatherIndexCaclculator [value=-17.08]
WeatherIndexCaclculator [value=-17.41]
WeatherIndexCaclculator [value=-17.4]
WeatherIndexCaclculator [value=-16.98]
WeatherIndexCaclculator [value=-15.57]
WeatherIndexCaclculator [value=-15.2]
WeatherIndexCaclculator [value=-15.77]
WeatherIndexCaclculator [value=-15.98]
WeatherIndexCaclculator [value=-14.2]
WeatherIndexCaclculator [value=-14.16]
WeatherIndexCaclculator [value=-14.65]
WeatherIndexCaclculator [value=-15.1]
WeatherIndexCaclculator [value=-14.13]
WeatherIndexCaclculator [value=-15.07]
WeatherIndexCaclculator [value=-15.68]
WeatherIndexCaclculator [value=-15.66]
WeatherIndexCaclculator [value=-15.57]
WeatherIndexCaclculator [value=-14.53]
WeatherIndexCaclculator [value=-14.56]
WeatherIndexCaclculator [value=-14.49]
WeatherIndexCaclculator [value=-14.62]
WeatherIndexCaclculator [value=-12.26]
WeatherIndexCaclculator [value=-12.62]
WeatherIndexCaclculator [value=-13.48]
WeatherIndexCaclculator [value=-12.56]
WeatherIndexCaclculator [value=-11.34]
WeatherIndexCaclculator [value=-11.64]
WeatherIndexCaclculator [value=-12.54]
WeatherIndexCaclculator [value=-12.29]
WeatherIndexCaclculator [value=-11.44]
WeatherIndexCaclculator [value=-13.23]
WeatherIndexCaclculator [value=-11.3]
WeatherIndexCaclculator [value=-9.97]
WeatherIndexCaclculator [value=-10.45]
WeatherIndexCaclculator [value=-11.3]
WeatherIndexCaclculator [value=-12.56]
WeatherIndexCaclculator [value=-11.0]
WeatherIndexCaclculator [value=-11.56]
WeatherIndexCaclculator [value=-10.71]
WeatherIndexCaclculator [value=-9.94]
WeatherIndexCaclculator [value=-10.21]
WeatherIndexCaclculator [value=-8.39]
WeatherIndexCaclculator [value=-7.48]
WeatherIndexCaclculator [value=-8.07]
WeatherIndexCaclculator [value=-8.82]
WeatherIndexCaclculator [value=-9.08]
WeatherIndexCaclculator [value=-10.1]
WeatherIndexCaclculator [value=-9.75]
WeatherIndexCaclculator [value=-8.73]
WeatherIndexCaclculator [value=-8.9]
WeatherIndexCaclculator [value=-9.05]
WeatherIndexCaclculator [value=-9.22]
WeatherIndexCaclculator [value=-9.24]
WeatherIndexCaclculator [value=-9.55]
WeatherIndexCaclculator [value=-8.67]
WeatherIndexCaclculator [value=-8.78]
WeatherIndexCaclculator [value=-9.46]
WeatherIndexCaclculator [value=-8.6]
WeatherIndexCaclculator [value=-6.98]
WeatherIndexCaclculator [value=-7.02]
WeatherIndexCaclculator [value=-6.57]
WeatherIndexCaclculator [value=-6.24]
WeatherIndexCaclculator [value=-6.68]
WeatherIndexCaclculator [value=-7.08]
WeatherIndexCaclculator [value=-7.97]
WeatherIndexCaclculator [value=-8.2]
WeatherIndexCaclculator [value=-8.37]
WeatherIndexCaclculator [value=-8.53]
WeatherIndexCaclculator [value=-8.7]
WeatherIndexCaclculator [value=-8.95]
WeatherIndexCaclculator [value=-8.4]
WeatherIndexCaclculator [value=-8.35]
WeatherIndexCaclculator [value=-8.49]
WeatherIndexCaclculator [value=-6.99]
WeatherIndexCaclculator [value=-6.98]
WeatherIndexCaclculator [value=-7.25]
WeatherIndexCaclculator [value=-7.64]
WeatherIndexCaclculator [value=-7.61]
WeatherIndexCaclculator [value=-7.18]
WeatherIndexCaclculator [value=-5.88]
WeatherIndexCaclculator [value=-6.29]
WeatherIndexCaclculator [value=-6.39]
WeatherIndexCaclculator [value=-6.35]
WeatherIndexCaclculator [value=-6.18]
WeatherIndexCaclculator [value=-5.05]
WeatherIndexCaclculator [value=-5.02]
WeatherIndexCaclculator [value=-5.18]
WeatherIndexCaclculator [value=-5.88]
WeatherIndexCaclculator [value=-6.37]
WeatherIndexCaclculator [value=-6.59]
WeatherIndexCaclculator [value=-5.89]
WeatherIndexCaclculator [value=-5.47]
WeatherIndexCaclculator [value=-5.24]
WeatherIndexCaclculator [value=-6.1]
WeatherIndexCaclculator [value=-7.0]
WeatherIndexCaclculator [value=-8.32]
WeatherIndexCaclculator [value=-6.33]
WeatherIndexCaclculator [value=-4.54]
WeatherIndexCaclculator [value=-5.08]
WeatherIndexCaclculator [value=-2.98]
WeatherIndexCaclculator [value=-2.88]
WeatherIndexCaclculator [value=-3.11]
WeatherIndexCaclculator [value=-4.01]
WeatherIndexCaclculator [value=-4.61]
WeatherIndexCaclculator [value=-4.06]
WeatherIndexCaclculator [value=-4.01]
WeatherIndexCaclculator [value=-3.59]
WeatherIndexCaclculator [value=-4.03]
WeatherIndexCaclculator [value=-4.58]
WeatherIndexCaclculator [value=-4.91]
WeatherIndexCaclculator [value=-5.21]
WeatherIndexCaclculator [value=-5.61]
WeatherIndexCaclculator [value=-5.48]
WeatherIndexCaclculator [value=-6.13]
WeatherIndexCaclculator [value=-6.52]
WeatherIndexCaclculator [value=-5.03]
WeatherIndexCaclculator [value=-4.01]
WeatherIndexCaclculator [value=-4.7]
WeatherIndexCaclculator [value=-4.11]
WeatherIndexCaclculator [value=-2.58]
WeatherIndexCaclculator [value=-2.57]
WeatherIndexCaclculator [value=-2.97]
WeatherIndexCaclculator [value=-3.19]
WeatherIndexCaclculator [value=-3.43]
